y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,1,1.6242707839318549,-1.657408092813223,1.7880516738175867,2.3953175600582997,0.02727275982363714,-0.01505945056163035,1.9105619686965138,-0.1093194944353678,-0.539817262253963
0,1,0.7842087750349421,-1.2463606943766588,-1.2870473312105786,-1.3402266216374015,-0.2088348087731844,-0.10506106129187207,-0.4189925002464627,-0.6946872359465076,2.4986119312548207
0,1,0.9060850699966305,0.013942826943004333,-1.5717259617347201,-0.7200994379812177,0.8419962871642813,-0.4637205318814881,-1.530530992861735,-1.0479631950194888,-1.6033017385911146
0,1,0.46964721974922674,1.3568828911755904,-1.2089803980596294,-1.0363056563788358,-0.20997074888711262,-0.7370067971584064,-0.9973178747842752,-1.1496889912083263,0.4799222184149914
0,1,0.7079046859542903,1.5157341992649065,1.1503689505884145,-0.40657688425865524,0.8655029124473337,0.41697905107609234,0.9783463406692807,-0.2876134304062391,0.49100363917528234
0,1,1.8496531218595313,0.12047328205718077,0.5362633161878597,1.6584446756944913,0.8005354858503431,-0.11506989683298484,1.3240165218357915,0.2478681469172472,0.48623530755178573
1,1,-0.38202949731891894,-1.5269724076529185,0.25561565391963986,-0.11602952056465543,0.4976541125632327,-0.23657166052787423,0.5628087704766567,0.587055540866247,1.2960520853400206
0,1,0.9335180484145255,-0.11872641878956161,-0.9325435514488053,-0.44372403855434844,0.30752309406731054,-1.7320745190017401,-0.012800503894999753,0.6532692880370057,1.5887431190964203
1,1,-1.4712560799949148,1.151382948912836,1.7969433624144422,0.9856044182065978,1.8083939651684342,0.6181649666779125,0.7852001999215529,1.2211926846717127,-1.6609072485654313
0,1,0.532026202961309,-0.009490696418978312,-0.161912360961598,-0.7092371648921701,-0.7289561255385776,-0.5285991559636901,0.42288849130910056,-1.229618557637077,0.5508231565699575
0,1,2.1285002858718656,-0.09723150407433188,-0.29104560686068315,-0.7757150461061629,-0.08419597836794442,-0.6135106477932345,0.7436782410942337,2.443652670063027,0.7535811562605902
1,1,-0.9486664152430423,0.37410477244591883,0.4888762836360053,-0.6604741050401876,0.08496506573673736,0.16329916779829354,0.702612485868814,-1.1563857705715392,-0.9446741833769509
0,1,-0.2134378942918674,0.6875225501036241,0.24454585387492142,0.8013760439364668,0.9350764434089196,-2.701440181527445,-0.5790598412698593,-0.043631759278124765,1.8721957276816503
0,1,-1.807988233868171,0.9105847241575077,-2.1904776348182255,-0.6531464901354718,-0.2052420884714092,-1.2372814001247836,1.2568921647521718,0.050327430521815854,0.7085835948514652
0,1,0.2663158140152921,0.7400829311014971,1.7907589280375236,1.031712360417027,-0.11273196056228911,0.9984711744795269,0.6847525554260026,0.5582161174109004,0.5076561058298249
0,1,-0.4482763580667823,-1.0040962591381508,0.23052265444138356,-1.1213578913861362,1.639495744060964,0.4418115258603257,-0.6706626860358927,0.005033841045105523,-0.39818530614372366
0,1,1.2398766282287308,2.400707312795967,0.7183637334616014,1.8277252102943777,0.8279801644848046,1.0467816569402784,1.2498552981389937,-0.9142882775227659,0.8822035581287699
0,1,0.14487331325301367,1.013219026598286,1.924132930108781,-0.20161520949846015,-1.4143804608622372,1.4203346381334554,1.2877308915792396,0.9465970825175148,0.32974043823002946
0,1,0.2840659347669607,0.1710874575036024,-0.5084766199882819,-0.39776949670561185,-0.20344573207005745,0.5560284706644887,0.9095356194790003,1.9492298241086243,0.8122628841768302
0,1,0.6020336083178446,0.2243193405293135,-0.34510280489278566,-1.3997665576054406,-0.26626850592819595,-0.2626904021011442,-2.064221692879478,2.5443124866341145,2.3960148924636733
0,1,-0.167165228454096,0.21388869106704925,-0.25663990798971714,0.6843758851182203,-1.1558035216011793,-1.4991974229041964,-1.4317091111209959,-0.35839723794417705,0.916981457243901
0,1,0.4149376099914978,-0.7717039113616957,0.7158538230794119,-1.835873388786151,-0.18575486824464227,1.6780448768720237,-0.4900630038422984,-0.6154316428350468,-0.96260240863819
0,1,1.3793869085018882,0.03446546986257205,0.05052161325007318,-0.17491308702727354,0.061761693075996146,-0.3478484458185211,1.4318758767231925,0.7990447683463419,-1.617019184267557
0,1,0.5346423579136812,-0.4439908969546308,0.018611910132945577,0.48008686160246616,0.7419373753641799,0.8838408557097203,0.3675576238396069,-1.524844638072404,-0.24699636106737885
0,1,-0.11446617154987984,1.2686262059476683,1.196689985295568,0.4806724634586239,-0.6124835228932647,0.7205515854381109,2.3320050436825968,-0.5361339539040741,-0.4182898391251425
