y,x1,x2,x3,x4,x5
0,1,-0.37041097427673025,0.4014641985099826,1.010560262777544,0.6217139288967485
0,1,-0.09246223069590169,-0.7627129851012783,-0.30344752282586607,-0.06686030733618249
0,1,0.44233376557563714,0.6800557330934952,0.8756585943980069,0.7559704842779361
1,1,0.10675287587807117,-0.014471591419813105,-0.7857729774190193,-1.0852511881033715
1,1,-0.85888338744936,-0.4820229123971787,-0.6359869271489513,-0.44542713143121226
0,1,0.10739797832187552,0.6600383457400811,0.588702428586063,1.0010934349655713
1,1,0.3958495276304245,-0.14414646871571296,0.029542041536639457,-0.3850152404921404
1,1,-0.7983032140966921,-1.0777687284622266,-1.2128235568635397,-0.7005852527806675
1,1,0.33776900934204757,-0.3307251078653254,0.0383682507845159,-0.6991665490607692
1,1,-0.036569736399341385,-0.4644585812755744,-0.8003745663254088,-0.5676730042989842
1,1,-0.501537840645513,-1.3950995933476276,-1.5455861414507217,-1.4970557845470922
0,1,0.5719759951308364,0.5976809526706203,1.5111835757085603,2.3016277848316222
1,1,0.6568847476317162,-0.2618981282778787,-0.5623794301509294,-0.23062127699929272
1,1,-1.299666261347299,-1.1512960033135209,-1.059180433789549,-0.48427240061108057
1,1,1.9741818880342437,1.0702940451166112,0.7095968711578545,0.6048625176831794
0,1,1.618772770659633,0.845555721820426,0.7162190468690117,0.837378176070358
1,1,-0.5640609091237249,-0.5252469852562119,-0.47980920502562313,-0.2532165340947648
1,1,-0.7974411117126441,-0.40722254484429127,-0.1957284630458959,-0.023650266555477504
1,1,-0.7828451380878555,-1.1368919513105882,-1.1296467973432087,-0.8455789575097505
0,1,-0.4181795015363125,0.36044857354301596,0.5194176723230194,0.5349682130044666
0,1,0.7804406162037021,0.7177247911189759,0.3918016355591878,0.09607478997829902
1,1,-0.22191955461683757,-0.33546490035896026,-0.6589030261013931,-1.272242497444802
1,1,0.10166543958735666,0.4527692695405704,0.132479295815824,-0.3679746182127108
0,1,-0.12419296297897257,0.446959775528674,0.10069454459431726,0.5321421938333905
0,1,0.7762336453641554,0.5525494414361671,1.186448182209139,0.6739941475023289
1,1,0.5777737596163179,0.018176782301972023,-0.6073767235594608,-0.16815543395451302
0,1,0.6764177401858633,1.4358723779382687,1.8907909690110358,2.251019399413139
1,1,0.2513888471482028,-0.7332516100833192,0.1629561233130074,0.4964888261498301
1,1,0.05814723183261604,-0.38196041837910466,-0.9283555387728044,-1.0769508611548049
1,1,-0.4295202290011824,-0.09144806715933529,0.2383322090033853,-0.0815922732363112
1,1,-0.9232875127754689,-0.20935712826447514,-0.22507277733486625,-0.4973904567239403
1,1,-0.14051212387057152,-0.906463407942629,-1.5943561746301596,-1.3767940499425808
1,1,-0.6857069733259072,-0.6567868472145043,-0.13090287989082955,-0.7857058364680235
1,1,0.1981526867392344,0.6462481658790881,-0.18485786793697714,0.6542444879418536
1,1,-0.3975432142190756,-0.18642574703303266,0.3304205470947889,0.25318669819018275
1,1,-0.7972554894464796,-0.23336238774960122,-0.36844091857892614,-0.3080239001756072
1,1,-0.1443977875704441,-0.30406441400042067,-0.7523394500421107,-0.6143193506442028
1,1,0.40539253838533185,-0.3974984673565117,-0.7672612719958801,-0.47877316527194536
1,1,0.33367221931095886,0.14276731848061558,-0.16686003490304036,-0.38439753114371755
1,1,-0.39523008026395134,-0.09877340044021399,0.4403390646162846,0.3902393072506839
1,1,-0.7887100535533226,-0.8292964683346707,-0.8485771710684737,-0.5104624554861401
1,1,1.9929423889902476,2.1169626705995106,2.1461733595262174,2.332773417014785
1,1,3.472758405804867e-4,0.05506135067030431,0.3353540581215025,0.8966271401943519
1,1,0.1249423459849805,0.2952792486201517,-0.1001593056060234,0.272573608406676
1,1,-0.3115895427000064,-0.21770579251450797,-0.5033185019866729,-0.630052959755187
1,1,0.36220343732726146,-0.10973931056427104,-0.18655227827745682,-0.2912755302083626
1,1,1.1054360877690799,0.7088114170726741,0.5976045088711074,0.8062083757749502
0,1,0.6638670670705584,0.8486463853380047,1.1576590677485858,1.2365539492281437
1,1,-0.27812391657935576,-0.740142389205408,-1.1440540348592163,-0.9966738141136933
1,1,-1.640231511393646,-1.4342658706119902,-1.17968713135164,-1.3134281089660977
0,1,0.7870253060106611,0.8802369168544657,0.7478385907866918,0.8761986134625274
1,1,-0.49543588524881244,-0.03298369935113358,0.19357648453260418,0.37913033830787896
1,1,-1.0773364066075637,-1.112222372490612,-0.9256376293734432,-0.8214689239310957
1,1,-0.2724437808079047,0.22125689081288885,-0.33555369317326317,0.15412513762952518
1,1,-0.8042589397873272,-0.5506771662881524,-0.5379687676774417,-0.388830166743364
1,1,-0.28020994877670563,-0.8343846997568286,-0.6664140182020488,-0.6190824762375003
1,1,-1.836255279388458,-1.7233489252052647,-1.2052291274566684,-1.0327534579886521
1,1,-1.1703369568794828,-1.1377829873890564,-1.0885833536664604,-0.6032783132805969
1,1,-0.687638247641543,-0.8015553731448266,-0.03412306250822632,-0.02191196744311131
1,1,0.5464461634698932,0.3480961308587828,-0.4123554305965839,-0.8529082895872259
1,1,-1.2064177269610243,-1.814186098363246,-0.9014302856184115,-1.1671366087265713
0,1,1.032518467744485,0.9440544559540456,0.738287498260866,0.577542138073334
1,1,0.27875399528873523,0.10472287677515753,-0.0887425171214581,0.217726510038761
0,1,-0.3169615384339877,0.8487532192171852,1.2809175978503924,1.3352493812133035
0,1,1.1312973937449522,1.219970098515106,1.385122123634706,1.3795442286184774
1,1,0.838126198185504,0.24821799972417444,0.5482473532319357,0.5458930476734503
1,1,-1.2026364046547215,-1.9346062972144782,-2.6296976628778856,-2.4759128195256395
1,1,1.1093774417386637,0.5406340151026252,0.6888195548439014,0.6942266804344819
1,1,-0.3804739550410259,-1.1385954661040703,-1.124520276417303,-0.6246999989933291
0,1,0.5777294848835177,1.4518756982832728,0.9867342311950882,1.097473731582155
1,1,-0.2898141069285537,-0.32119793972903043,-0.22349451906835432,-0.21201717418758775
1,1,-0.1552987045417708,0.5435089245587384,0.4278451228161861,0.42397566113068497
1,1,-0.4932523169579043,-0.6363923693165813,-0.23852405697568355,-0.12416563152475237
0,1,1.7659821037287065,1.5158378382529711,1.7354465041871354,1.157906054880993
1,1,-0.018429917602833155,-0.024800216104109624,-0.4899786903466514,0.0776516369537867
1,1,-1.4211428702753477,-0.8787604812377422,-0.8143379891027424,-0.9619588274707037
1,1,-1.4816446020250924,-0.9097725698000823,-0.6937227457933035,-1.1612304373545288
0,1,0.5123330358433988,0.5640317414938043,0.15385940920163135,0.2277673638966535
1,1,1.8076219916063203,0.11724669171685471,-0.47717927280214006,-0.3448527049286964
0,1,2.3487788615494667,1.943681602972083,1.689401029994704,1.0716615076437583
0,1,2.3950569719863597,2.6422671252472325,2.5060630175916216,2.06391456290631
1,1,0.3986374087189766,0.13551510212527318,-0.682085389845246,-0.8299743667666619
0,1,1.7524473650454984,2.4639492480535115,2.5900216618144354,2.6842158691262084
1,1,-0.5401684502972807,-0.4791917002187159,-1.315944688847337,-0.9367469749225709
0,1,1.3911678143392472,1.266021707854382,1.6902040199149746,1.9995110297910899
1,1,-1.1249547164277378,-1.0492905413611204,-1.0532993075528887,-1.5180780645669032
0,1,0.31019654623491993,0.2776930013384406,0.09723416579439616,-0.3342755181199185
1,1,-0.9524590683715312,-0.45700704150708354,-0.6711154222990712,-0.2757157141668915
1,1,0.22630994717919578,-0.06536909607213764,-0.26763246526590784,-0.222611115509245
1,1,-0.8933905163896915,-0.6388284453582125,-0.5730556318261237,-0.5601683243626105
0,1,0.40885039643047905,0.9432043421772939,0.979532734804021,0.8602739508415375
1,1,0.5110356431203527,0.5341353833934911,0.1274481277820486,-0.21137647978104654
1,1,-0.5018358699606755,-0.41142007868417707,-0.6129292023023928,-0.9323870366435639
1,1,0.03647652000620438,0.019127221670613734,0.047537705830549934,0.13162361860452795
0,1,0.7543005552259225,0.5825522353302354,0.8297166122583275,1.1235744000603916
1,1,-1.072295714437362,-0.5160760021440127,-0.7245741658630339,-0.9200336518443437
0,1,1.2340194318609397,1.4384666538212907,1.5171571235448336,1.4231267131095942
1,1,0.16289244379657283,-0.2536352278233345,0.17245237368896246,0.37957710165605624
1,1,-1.36483011993348,-1.456962504869132,-0.5871764224418162,-0.2971673570133246
0,1,0.52853143534056235,0.4627876663022588,0.19059050443728953,-0.0524615698435413
1,1,0.33803838451889473,0.4838322982101368,1.009888886109201,0.6140399345778892
1,1,-0.014982646207284801,0.002315897118280796,0.17686523562170742,1.0162348669148271
0,1,0.9582028672302503,0.5416514217578083,0.10678850648030773,0.7359938801405352
1,1,-0.0776208369483787,0.10276441147811882,-0.011375137271128316,-0.6031221846109772
1,1,0.07725480704755598,0.3860562045059857,-0.04303961870296863,-0.5295290000731326
1,1,0.5083939841005616,-0.026033626834903317,-0.04719350379443271,-0.18400270613625547
1,1,-0.5375827238359231,-0.32212005657829074,-0.1029127820927983,-0.13078987867010408
0,1,1.5767528208041837,1.9496221037899104,1.8431340641402345,1.8860769060550275
1,1,-0.1500690519385628,0.1902776567380843,0.1009624280978782,0.6260867183532147
1,1,-0.08441522295011164,0.02243669369846359,-0.19960482464322543,-0.07373838101109417
1,1,-0.9876921556735543,-0.31438959571527386,-0.19103851649516232,0.46673498510531014
1,1,1.3339540681758808,0.4419717765850215,-0.6853333137769573,-0.3019576967998417
1,1,-1.7376577300157392,-1.1344763806086022,-1.4881954771141994,-1.6629400096469198
1,1,1.0170606436801504,0.8520776018275047,1.1672683559402914,0.6137559915943943
0,1,1.6277249541848058,1.9388996816953354,1.9934930175841041,1.381569674484678
0,1,-0.37549726695227287,-0.33142636930215347,-0.5063343477896326,0.027237350415654466
1,1,-1.2734236743008518,-1.6222824619586336,-0.7881166237109881,-0.5349485160032175
1,1,-0.03383811621764665,-0.456353124049788,-0.8870504976588858,-1.1196940052138622
1,1,0.10965412482859617,0.4924535080349014,0.3995001224403645,0.8291234784674311
1,1,0.8185786026237115,-0.19980058331084202,-0.5835910231656154,-0.9059542734625918
1,1,-0.7150293996442497,-1.284342599281289,-1.0462077066870072,-0.45158122779678334
0,1,-0.2212086654735002,0.5042506846966438,0.9521186222973497,2.0364401938345202
1,1,-0.5295791707930966,-0.5075664886184558,-0.39929555936630695,-0.6418283674111114
0,1,0.03936785784985092,0.06568116032701941,0.5000087049483478,0.20214552010444528
1,1,-1.7562161437409174,-1.2908846607141156,-1.1701835795214783,-0.6127444712661337
1,1,1.2143092227319134,0.7516519598126062,0.6131740062111335,0.1718932268766948
1,1,0.643412781606163,-0.2417844729891835,-0.2570033893682985,-0.0022924568547795505
1,1,0.27324249162676145,0.47419324076516145,0.5286072273313159,0.8193814563428604
1,1,-1.1334815006449743,-1.2729291039558628,-1.7773507842035674,-1.7374478790885084
1,1,0.07686552949907227,0.4759756593341243,0.8481237116612254,0.42898203289166015
1,1,-2.115546591632624,-2.064616839914806,-1.7136401564150125,-0.5917521677366904
1,1,-0.4725182330637457,-0.26598855189867093,-0.46067129576946086,-0.3742892022191417
0,1,1.5504275174693898,0.9451164570590462,1.19286335586625,1.738398018621038
1,1,-1.1364341436185637,-1.0679842606093304,-0.054078439991602834,-0.7041292187477399
0,1,1.0816875792245852,0.8303160833242863,0.6242628383731113,1.1139131113651137
1,1,0.47637036189096194,0.5232089016510899,0.08915877067124012,-0.30198089903549596
0,1,0.7790311350270521,1.4733493380712017,1.7300273665374748,1.378112779031957
1,1,-0.3809354213529233,-0.39804413835089814,-0.27048810756074443,0.2724327027697326
1,1,0.22861725170433728,-0.22145245909091896,-0.19164030078991343,-0.3816386405963232
