y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0,1,0.793272455194688,1.105071326028371,0.9998359208996492,0.99432984790049606,1.24179601524861,1.3736985257046543,0.7323842954952448,1.0063693999053236,0.4909803717738291,0.6170614745778001,0.4857613430726033
0,1,-1.3835664038961917,-1.3207328305824286,-1.0957001497146155,-1.0196482685708346,-1.7679806168815497,-1.1165620098878855,-1.2778041993423035,-1.5880961635404247,-1.5375547967519818,-1.2156836095718893,-1.1497289138962117
1,1,-1.1971922292653008,-0.6244064787543215,-0.31628204043819685,0.07061764226016712,0.6827896402460392,-0.15020079977663214,0.3415890574519369,0.11433482029177494,-0.21626886694493277,-0.6226969823735687,-0.8448573660227837
0,1,1.3351119311355393,1.443136514483975,1.5388557656446766,1.7500783800039044,1.7580523463376767,1.4333582699997813,1.203488083510311,0.8204547976527032,0.7852150764617946,0.36056882263838863,0.8991481968935668
0,1,-1.5011263111240245,-1.3042251161012206,-0.8798352750100787,-0.7024596430347674,-0.7939986307632483,-0.9623586538389214,-0.6891812903295976,-0.7092158368006573,-0.7233756656423923,-1.4365550354763221,-1.0894197563784933
0,1,1.049173613971957,1.4965138397778568,1.5124977529081929,0.8890775890313544,0.8349796753790543,1.50568804718319,1.7310531391515598,1.4913781994314161,1.4990483146230318,0.8910559159844141,1.6126998960048986
1,1,0.7014937369511683,1.003766129484471,0.11087281495268517,-0.08677689709483102,-0.08364103868174146,-0.017328911554140757,0.20052325994160905,-0.25539631964900716,0.030685708117013637,-0.1390375959459154,-0.1475761099082139
1,1,-1.5758689032203772,-2.173408999443287,-2.4980624563550418,-1.7463155061062936,-2.041541482516168,-2.2040923062438704,-2.400965802750074,-1.7575737885161382,-1.724341699758103,-1.8479274619728303,-1.5212257166319498
0,1,-0.16489295122651026,0.26654637532409065,0.5863201958244765,0.9750901917733995,0.12186657276244604,-0.29244698643297845,-0.2677899507895564,0.2831471729895876,0.5361043015801433,0.4960393784740536,0.30117437684193793
1,1,-0.8992680890551144,-1.228540047887537,-1.607216442046707,-1.3195822149393541,-1.741978465637485,-1.8140329659291352,-1.408083758405996,-1.7282789530740323,-0.9475805454970275,-0.9440469478573893,-0.5742980267818598
0,1,-1.754654352199608,-1.3400811618183721,-1.7418370952978697,-1.6060812667995112,-2.0604996180444863,-1.5940897837539676,-1.907200537313667,-1.8165396115915633,-2.0020353918954314,-1.4074150116091386,-0.8312026111507889
0,1,-0.7909173633821827,-1.0533217825417933,-0.469539307360716,0.029512309615132185,0.1676635619512387,0.7587480599794899,1.4674698557552508,1.2987550348240013,1.5393873118660102,1.3660778636887263,0.974713052799703
1,1,0.22254252484600556,0.42869062404531083,0.37072241155978053,0.45633481329610553,0.7195852587559908,0.03341660720486952,0.03911886451680576,-0.0010241984496434653,-0.7962158951971482,-0.5667314815403389,-0.5862862783910093
0,1,-0.22437068031129379,-0.5107069390730353,-1.1534894092518293,-1.1268139575525857,-0.8542697313691097,-0.6254314617223217,0.018321707941315688,0.2047351078264745,1.2307442771518318,1.5518014242619762,0.520401944838092
0,1,-1.1485347288579426,-1.206664447923206,-0.671861747873515,-0.16799595660521838,-0.7640301896891261,-0.802716468262823,-0.6491457538796211,-0.17952993320763524,-0.588890250648082,-0.774464756790214,-0.28172666152913955
0,1,-1.1813570349224203,-1.175310325900095,-0.8203886146944505,-0.009757299495429975,-0.5655054419551947,0.22480918012263498,0.011106163708687458,0.5386075017384826,0.21714988370542457,0.6181835428182344,0.9329553675569215
1,1,-1.7939778248158702,-1.589130756759945,-1.640853887832065,-1.3141892883684905,-1.183810304591843,-2.4695743423298455,-2.018005628627085,-1.4705644292587996,-1.4786565734272874,-0.5372490807570364,-1.3062395293921714
0,1,0.8246434614363612,1.6762973528197458,1.2313433436496606,1.692742923871686,1.1506616391884652,1.4532649087701528,1.7402286139183973,1.7808765258239712,1.6203651328536317,1.1506922059850404,1.2358082824528895
0,1,-0.9867189068732231,0.6864211340792769,0.9867158969876385,0.5433056024612479,0.40681642203617907,-0.031080452591703143,0.8334183066210505,0.832891587264392,0.6152623371420359,0.6436578038040431,1.0131030204040459
1,1,1.0312630492615449,0.5864334627962515,0.5978490074527804,0.06665829308684787,0.030180233511966668,0.031063974347394874,-0.10616150978481016,0.37871955553099035,-0.4461479351177726,-0.2637914134449639,-0.7280314328685449
0,1,-0.06838693135561007,0.37074016656468206,0.6732823071014928,0.7913140366019609,0.6157178747558955,0.4889067839448191,1.0819917417209044,1.394475913448888,0.9474270872106331,0.0647112607642341,-0.1411978470377327
1,1,0.49940803983102444,0.0664303877511279,-0.045779043789323605,-0.19106286206810574,-0.06605953006448334,0.44260404616129495,0.05020451442591802,0.04703022142146346,0.12042511172429196,-0.05220426410268922,0.48378566323352995
0,1,-0.9394886729451214,-0.8424176135073589,-1.09244812703918,-1.0802980986500212,-1.1237489715485656,-1.806434335375491,-1.4310960986873067,-1.1958293889660614,-0.43837541008240594,-0.17842829351305917,0.25944317513495196
1,1,-1.0279350774666116,-0.6493888405543706,-0.948889210053824,-1.837881225155537,-1.4222799173390093,-0.5418070081738509,-0.4616363920449572,-0.5638736558658155,-1.2572826482569184,-1.0505993576207844,-0.9875355327035064
0,1,0.9450321821762496,0.9486654888276422,0.7345263655669749,0.6447568021425523,0.5287869554268392,0.8836095180381415,1.5465391574649767,2.3117951631285294,1.8174500945970777,1.437473990406518,1.9457333102846943
0,1,0.7080655948607701,0.8443636800286578,-0.1767208016052359,0.10532828419588021,1.0690631841432834,1.1175807371601614,0.6253134415121123,0.16263978556728295,0.24839237222498398,0.38593344602758495,0.7296441449985019
0,1,-2.1091949986146585,-0.9891937760400648,-0.9683864267150614,-0.9832299611321832,-0.616334755995892,-0.13340632764888805,-0.7291572118032745,-1.3438614651166516,-1.4831618460143832,-0.8407111155058098,-1.061192947297425
0,1,-1.4555475298345861,-0.8988636221700932,-1.075906354496286,-0.7807098750353713,-0.6245082265336455,-0.5868036932789655,0.35616984215027225,0.5661200521511532,0.08214163276665107,0.8159881113453029,0.48148014010369616
0,1,0.41186977583829326,0.7415252353492457,0.6424850932006583,0.07886001751678451,-0.4692912640582313,-0.438159988634388,-0.4649956939589733,-0.8734121802748142,-0.623526440480268,-0.5725826210555396,0.2645515885275688
1,1,-0.45866187011533405,-1.031134350354826,-1.3465948432736108,-1.440438103436382,-2.048984112658454,-1.6566429965144145,-1.5815583402845925,-1.3641120870988301,-1.779109677923984,-2.2125036556510964,-2.213850148693597
0,1,-1.5964543877841466,-1.8561318548002328,-1.8563243069899813,-1.3646470317734858,-1.495059406622514,-1.4861812040328963,-1.6508940569611554,-0.9639623977083599,-0.8818150305215802,-1.4364375713341668,-1.489023914971865
0,1,-1.2209910521520932,-0.8631215624646776,-1.2552111551078087,-0.15261492502870794,-0.1446465298652561,0.0015942429607946848,-0.34235088172093453,-1.0171242518909724,-1.45128863191623,-0.5587576964394478,-0.9663351385497223
0,1,-0.38737092588726113,0.15145965160921376,0.6398148587832692,0.20284757943959655,0.3739905453385042,0.5311276829777067,0.9557124466859317,0.5299165491024729,0.28924103469946927,-0.1739839387119674,-0.3965839205445193
0,1,-0.025844128478602978,-0.12284523342679352,-0.36576938808879317,-0.3846539888223014,-0.3195928742142274,-0.5234399603388087,-0.44695672603718395,0.4731530734265168,0.7725771173138454,0.8066252878190251,0.6654641864604228
1,1,-0.1312654044010875,-0.046985499363361154,-0.7233374734842374,0.27778139438331007,0.39563731428112486,0.5571517990536282,0.37148217856859866,-0.02067893980290741,-0.7966176717958892,-0.3061656544088711,-0.3150849293409001
0,1,0.6401970965894296,0.5001208611258816,0.26257350453225026,0.4724959212429997,-0.24263489953337333,-0.22286716675757864,0.10878606089143579,0.31673857483124174,0.057511884856978314,0.7469804047943303,0.7887981650739244
1,1,-0.7099385023764508,-0.4178122968060178,-0.5403144448757522,-0.2703609454405189,-0.5263142223203243,-0.4906265288510286,-1.4702645465519153,-1.1340630224632557,-0.741457498317135,-0.9502368057561208,-1.0842842912951953
1,1,0.050262112640281305,0.3878347549941437,0.04958590807502699,0.11521960624026084,0.08674129132748465,0.1499269903599253,0.3474664596771294,-0.29412598826948233,-1.150779395666582,-1.2582934104358838,-1.0913817341750407
0,1,0.2029332702167898,-0.14602948666935958,0.04318380509589154,-0.1240111542161041,-0.5676159324424664,-0.8074818037867186,-0.9143588610153763,-1.2564922438665949,-0.9961272052010007,-0.7058065818816678,-0.341706824998112
1,1,0.754290844189886,1.016677813700025,1.3444944344812566,1.2702785274704966,0.10877706053511867,0.14558507100003848,-0.4501887409164078,-0.6983706327112353,-0.8360394969061553,-1.0407226707704906,-1.7518107694685383
1,1,-1.0392525724513735,-1.180093148832003,-0.9895826237172927,-0.7634054312493488,-0.3253039577596345,-0.0813797813986052,-0.3713209615389178,-0.32995681722154124,-1.4571725645609181,-1.1248158748813464,-1.3050355666229856
